草药名称,成分集合,靶点集合,特征集合,毒性标签
防风,C0151;C0154;C0214;C0250;C0335;C0392;C0485;C0510;C0522;C0569;C0572;C0593;C0626;C0697;C1173;C1178,T00CXT;T00H7Q;T01HJQ;T01QLH;T02IOG;T02QBS;T04MBA;T04WT7;T05O6O;T05WWN;T06Q1R;T06RMZ;T08Q7W;T09H2Z;T09INZ;T10S5F;T12BGL;T14ENF;T17CZC;T17E49;T17UP9;T23P74;T23VMI;T25RTY;T26KIE;T31JL4;T31U13;T32R5L;T33OPP;T38EQ6;T38G9K;T38T1U;T42EAZ;T43N2D;T43Y5O;T44LWL;T44S1A;T47H3O;T48TW0;T49ORJ;T49TDM;T50SJ8;T50VJF;T53AOE;T53KRS;T54CIF;T54G8J;T62P0D;T64W2K;T67LQK;T67UWO;T68WYW;T71K92;T73HMK;T74D4Y;T74P7I;T75B9S;T75HMM;T75RAR;T77O2V;T78ZF2;T79WXA;T80OJF;T80TUC;T82ALJ;T82JWE;T83YZD;T85U8U;T86J48;T88AJI;T88TDZ;T89GCM;T90XYZ;T91OUC;T92BZ2;T93PLN;T93VFT;T93WZG;T96OOK,4;19;45;229;273,"0.0,0.0,0.0,1.0,0.0"
蟾皮,C0332,T02WMA,1;4;11;22;35;133,"0.0,1.0,1.0,0.0,0.0"
砒石,C0039;C0063;C0064;C0073;C0090;C0113;C0114;C0133;C0144;C0148;C0156;C0159;C0189;C0190;C0207;C0231;C0245;C0258;C0262;C0263;C0285;C0287;C0291;C0333;C0337;C0352;C0371;C0377;C0392;C0416;C0417;C0420;C0471;C0476;C0478;C0482;C0483;C0524;C0532;C0547;C0548;C0568;C0569;C0586;C0656;C0676;C0749;C0863;C0927;C1162;C1177;C1180;C1181;C1203;C1220;C1221;C1225;C1231;C1239;C1241;C1242;C1243;C1246;C1253;C1258;C1260;C1269,T00CXT;T00EP2;T00H7Q;T00T99;T00T9M;T01CL0;T01E7W;T01FVG;T01HJQ;T01IGB;T01QLH;T02DEN;T02GD4;T02H9U;T02HSM;T02IOG;T02M5I;T02O3F;T02OOS;T02P7Q;T02QBS;T02WMA;T02YLA;T03CZ8;T03NWF;T03TJ0;T03VS9;T03YAI;T04A6O;T04H8Y;T04HXV;T04LY5;T04MBA;T04TWI;T04UTZ;T04V7K;T04WT7;T05O6O;T05OGW;T05RAA;T05V67;T05WWN;T06MQM;T06MXL;T06Q1R;T06RMZ;T06VX0;T07NML;T07S0E;T07TMB;T07VV7;T08B2M;T08DOL;T08Q7W;T08SJX;T08U92;T09AAD;T09DI4;T09GFP;T09H2Z;T09HVO;T09INZ;T09KPZ;T10HL8;T10I26;T10JEU;T10KMJ;T10S5F;T11BI7;T11GHO;T11R4S;T11TKN;T11ZYR;T12PIB;T12T4H;T12WTT;T13KGH;T13QI6;T13WH4;T14AON;T14JSX;T14JZK;T14LSK;T14R01;T16A2X;T16DCZ;T16MRU;T16OQ5;T16UZ4;T17CNB;T17CZC;T17E95;T17UP9;T18CUI;T18CWB;T18DUA;T18VDI;T18YXD;T19CUN;T19EKF;T19K8W;T19XSL;T20H9F;T20IHC;T20JZ2;T20RA0;T20VPX;T21CMG;T21DZX;T21K0F;T21Q0D;T21T2E;T22H8P;T22IMH;T22NX4;T22OPB;T23APZ;T23EWB;T23KDW;T23LHE;T23P74;T23VMI;T23WMS;T23YZF;T24C0P;T24CYX;T24G2P;T24LXT;T24U57;T24YWQ;T25H22;T25M2J;T25NSJ;T25RTY;T25UYT;T25Y64;T26EZU;T26KIE;T26TBJ;T27U96;T28EY5;T28HOM;T28IL8;T28PHS;T28Z4N;T29B10;T29JA7;T29MD1;T29TYJ;T30D9G;T30KQB;T30L86;T30VNV;T31G6V;T31JWV;T31MUM;T31RKU;T31SX8;T31U13;T31VDH;T31ZFD;T32ECR;T32EIL;T32HPO;T32KN9;T32SPJ;T32UNL;T33JS5;T33OPP;T33OSQ;T33UEM;T34DZ7;T34FQX;T34HYH;T34X07;T34Y7V;T34Y8V;T35QZO;T36SOV;T37ADS;T37G49;T37JN5;T37VLU;T37WQE;T38BR0;T38EQ6;T38J3Y;T38K2W;T38N54;T38OH4;T38OQ4;T38T1U;T38WWN;T39FBA;T39M6J;T39RV3;T39YFG;T39YUJ;T40EUL;T40G6B;T40JZG;T40LTN;T40Q3U;T41A4Y;T41B8C;T41BYM;T41INV;T41TXS;T42EAZ;T42FMQ;T42PUG;T42XY2;T43G0N;T43LYL;T43N2D;T43NBB;T43Y5O;T44LWL;T44S1A;T45G32;T45XTW;T46AQJ;T46K2X;T46YMA;T47DYR;T47H3O;T47MPW;T47WT6;T48UT8;T48XM4;T48YPL;T49J7I;T49ORJ;T49PL1;T49TDM;T49XOZ;T50E9D;T50SJ8;T50SX0;T50V79;T50VJF;T50WOV;T51EKP;T51IKV;T51K6D;T51U9M;T51WGR;T51WML;T52CKD;T52T5O;T52UTG;T52VL6;T53AOE;T53ES3;T53MV1;T53RK9;T53SLQ;T54CIF;T54G8J;T54N7G;T54RF5;T54SZZ;T54VQA;T54WR0;T54X6V;T55EFK;T55NC2;T56FPY;T56MD7;T56OUM;T56TXY;T57GP2;T57HGP;T57L0X;T58J2Y;T58XLK;T59EAH;T59IKQ;T60KJ1;T60UPF;T60XJI;T60XS5;T61DYZ;T61LV9;T61OY3;T61QXV;T62ERY;T62F1Y;T62FNY;T62KUY;T62P0D;T63BQU;T63DP6;T63FF5;T63GUB;T63YAO;T64BPL;T64BTV;T64F54;T64P00;T64UH1;T64W2K;T64X48;T65JYL;T65S3S;T66BXF;T66S13;T67HAF;T67HYX;T67JME;T67JR8;T67KTV;T67LRH;T67MQU;T67RBZ;T67U3B;T67X1L;T67ZT3;T68BGR;T68CKY;T68EUG;T68HNO;T68IZC;T68OIU;T68SE0;T68WYW;T68XXK;T69NG6;T69RXK;T69XVX;T70HC9;T70HTD;T70LAB;T70OGQ;T70SFS;T70U24;T71B0A;T71BDH;T71GRQ;T71GZE;T71K92;T72BXP;T73EVE;T73LPO;T73S71;T74I49;T74JJN;T74LFK;T74P7I;T74QOR;T74QXI;T74VZV;T74WWP;T75B9S;T75EH8;T75H3W;T75HMM;T75IW3;T76AZQ;T76B0A;T76CGR;T76EHP;T76MVQ;T76QBQ;T76TED;T77FOL;T77O2V;T77PFO;T77TY2;T77UWH;T77W6N;T78EXU;T78F9O;T78ILO;T78PK3;T78VUO;T78ZF2;T79KQO;T79TJS;T79UQC;T79WXA;T80GUN;T80O6V;T80OJF;T80OPZ;T80PUR;T80TUC;T80U0C;T80WPU;T80XW6;T81BH5;T81I4T;T81MSV;T82ALJ;T82I7J;T82JWE;T82S6C;T83BVT;T83DDX;T83F53;T83QHM;T83TMF;T83YZD;T84CEG;T84P70;T84TJB;T84VZG;T84W8G;T85AXP;T85CC2;T85JI5;T85K8L;T85U8U;T86CQC;T86J48;T86O9J;T86ROZ;T86UXL;T87CV3;T87DEX;T87O4D;T87QUW;T87WYU;T88AJI;T88B8X;T88BCB;T88QQE;T88TDZ;T89A2U;T89GCM;T89GFN;T89L4V;T90ADC;T90QV5;T90XYZ;T90ZKN;T91AIW;T91EAB;T91KTQ;T91MKC;T91OUC;T91T8I;T91XPP;T92AMR;T92BZ2;T92FAW;T92LEW;T92P67;T92Q77;T92UWJ;T92X7D;T93NTV;T93R42;T93SFQ;T93VFT;T93WZG;T94H37;T94S85;T94WHJ;T94YOD;T95H9O;T95IYZ;T95K8Q;T95LIF;T95Y0K;T96ABY;T96OOK;T97ESI;T97FEF;T97KL5;T98DNG;T98RXH;T99EYH;T99TRQ;T99W15;T99XQ3,0;4;10;22;65,"0.0,0.0,0.0,1.0,0.0"
天南星,C0206,T86J48,0;4;6;22;32,"0.0,0.0,0.0,0.0,1.0"
屈头鸡,C0073;C0149;C0383;C0407;C0577;C1203,T00CXT;T02FO3;T02QBS;T06RMZ;T07NML;T08Q7W;T08SJX;T10I26;T11BI7;T11ZYR;T14JSX;T16A2X;T18CPB;T18CUI;T20PAH;T21DZX;T22OPB;T22XGJ;T23VMI;T23Z2G;T24F1A;T25H22;T25NSJ;T25Y64;T26EZU;T30D9G;T31U13;T32JN2;T38J3Y;T38OQ4;T38WWN;T39RV3;T41S16;T44LWL;T44S1A;T46K2X;T46YMA;T47DIY;T48J1U;T50V79;T54CIF;T54X6V;T56TXY;T60UPF;T63BQU;T64BTV;T66S13;T68BGR;T69RXK;T74JJN;T75H3W;T79WXA;T81I4T;T83YZD;T85AXP;T86ROZ;T92BZ2;T92HNO;T93R42;T93VFT;T97F4Y;T99XQ3,1;2;6;8;15;16;21;26,"1.0,0.0,0.0,1.0,0.0"
细叶铁线莲,C0073;C0084;C0090;C0094;C0189;C0206;C0231;C0258;C0263;C0285;C0287;C0291;C0333;C0383;C0416;C0420;C0467;C0471;C0479;C0524;C0568;C0569;C0642;C0690;C0853;C0863;C1030;C1166;C1219;C1243,T00CXT;T00T99;T01HJQ;T02DEN;T02FO3;T02GD4;T02H9U;T02HSM;T02YLA;T03IB6;T03NWF;T03TJ0;T04H8Y;T04V7K;T05RYU;T05V67;T06RMZ;T06VX0;T07S0E;T07TMB;T07VV7;T08B2M;T08SJX;T08U92;T09GFP;T09H2Z;T09INZ;T09KPZ;T10HL8;T10I26;T10JEU;T11BI7;T12T4H;T13KGH;T13WH4;T14JSX;T16A2X;T16UZ4;T16X77;T17CZC;T17UP9;T18CPB;T18CUI;T19EKF;T19K8W;T19XSL;T20H9F;T20IHC;T20JZ2;T20PAH;T20RA0;T21CMG;T21DZX;T21Q0D;T22NX4;T22OPB;T23APZ;T23P74;T23VMI;T23YZF;T23Z2G;T24F1A;T24YWQ;T25RTY;T25SMR;T25Y64;T26EZU;T26KIE;T28Z4N;T29MD1;T29TYJ;T30D9G;T30TYH;T30VNV;T31EJG;T31VDH;T32HPO;T32JN2;T32SPJ;T32UNL;T33OPP;T33UEM;T34HYH;T35QZO;T35WLZ;T36HAE;T36SOV;T37G49;T37JN5;T38J3Y;T38K2W;T38OQ4;T38WWN;T39RV3;T39YFG;T40G6B;T41BYM;T41S16;T41Z1X;T43NBB;T43Y5O;T44LWL;T44S1A;T46K2X;T47DIY;T47H3O;T48J1U;T48UT8;T48XM4;T48YPL;T49ORJ;T49TDM;T50GQE;T50V79;T50WOV;T51EKP;T51U9M;T51WGR;T52VL6;T53AOE;T53SLQ;T54CIF;T54G8J;T54WR0;T55NC2;T56OUM;T56TXY;T58J2Y;T58XLK;T60UPF;T61LV9;T62P0D;T63GUB;T64V6C;T65CYN;T66S13;T67HYX;T67KTV;T67LRH;T67RBZ;T67U3B;T67ZT3;T68HNO;T68IZC;T68SE0;T68WYW;T68XXK;T69NG6;T69RXK;T70HTD;T70KPE;T70U24;T71K92;T73PZA;T74JJN;T74P7I;T74QXI;T74WWP;T75EH8;T75H3W;T76MVQ;T76QBQ;T76TED;T77FOL;T77O2V;T77PFO;T78ILO;T79KQO;T79WXA;T80GUN;T80OPZ;T80TUC;T80WPU;T81BH5;T81I4T;T82ALJ;T82JWE;T82S6C;T83RKS;T83YZD;T85AXP;T85CC2;T85U8U;T86J48;T86ROZ;T87WYU;T88TDZ;T89GCM;T89GFN;T89L4V;T90XYZ;T92BZ2;T92HNO;T93VFT;T94H37;T96OOK;T97F4Y;T97KL5;T98DNG;T98QOA,0;4;10;22;127,"1.0,1.0,1.0,0.0,0.0"
紫苏,C0083;C0101;C0337;C0391;C0815;C0871;C1260;C1278;C1279,T00F43;T01QLH;T02QBS;T03G09;T03VS9;T04A2Q;T04AHN;T04WT7;T05O6O;T05WU9;T06PVX;T06RMZ;T07NZK;T07TMB;T07TRP;T08Q7W;T09H2Z;T09HVO;T09TS5;T10HL8;T11BI7;T11GHO;T12BGL;T12PIB;T12T4H;T13I7C;T13KGH;T13QI6;T15RPU;T16A2X;T16IWB;T16MRU;T16S8T;T17E95;T17UP9;T17X6I;T19JEU;T19Z2N;T20JZ2;T20NCI;T21DZX;T21Q0D;T21YK3;T22JG3;T22MME;T23P74;T23VMI;T24LWC;T24LXT;T24U57;T24VJT;T25NSJ;T25SPW;T25UYT;T26KIE;T26UZV;T27LA6;T28B0B;T28EY5;T29CYD;T29GH0;T30D9G;T30NJL;T30V3R;T31MUM;T31P1D;T31SX8;T32OC4;T33BF9;T33JS5;T33OPP;T33OSQ;T34AYH;T35FQV;T35QZO;T36I66;T38K2W;T38N69;T39M81;T40DIM;T40G6B;T41SFE;T42EAZ;T42K6K;T42XY2;T43N2D;T44LWL;T44S1A;T44WZO;T45G32;T46AQJ;T46HRF;T49A2A;T49CBW;T49ORJ;T49PL1;T49TDM;T49WXY;T50SX0;T50V79;T50WOV;T50WUM;T51WML;T53AOE;T53G91;T53GFX;T53KY7;T53QOD;T54CIF;T54G8J;T54VQA;T57R3V;T58J2Y;T59IKQ;T61OY3;T63BQU;T63GUB;T63SUZ;T63YAO;T64BTV;T64UH1;T64W2K;T65JYL;T67HAF;T67ZT3;T68BGR;T68DAN;T68NCI;T69XEM;T70NYW;T70SFS;T71BDH;T71GZE;T71K92;T72BXP;T73LPO;T73S71;T74ETU;T74JJN;T74V1Z;T75I26;T76B0A;T77PFO;T78VUO;T79A7K;T79KQO;T79TJS;T79WXA;T80GUN;T80TUC;T82G5G;T82I76;T82JWE;T82S6C;T82S9G;T83YZD;T84W8G;T85AXP;T85U8U;T86UXL;T88AJI;T88MR0;T88TDZ;T89A2U;T89SY7;T89VFL;T90XMB;T90XYZ;T90ZS8;T91AIW;T91MKC;T91W8B;T92FAW;T93SFQ;T93YV8;T95K8Q;T96OOK;T97FEF;T98JPP;T98QOA,2;12;15;16;35;82;253,"0.0,1.0,0.0,0.0,1.0"
蟾酥,C0073;C0197;C0245;C0263;C0368;C0399;C0400;C0471;C0478;C0479;C0482;C0637;C0853;C1178;C1205,T00EP2;T02DEN;T02IOG;T02O3F;T02OOS;T02QBS;T02WMA;T02YLA;T03G09;T03NWF;T05OGW;T05V67;T06MXL;T06N1B;T06RMZ;T06VX0;T07S0E;T07TMB;T08Q1T;T08Q7W;T08SJX;T08UWG;T09H2Z;T09INZ;T10HL8;T11GYO;T11R4S;T12T4H;T13I7C;T13KGH;T14ENF;T14JSX;T14W2H;T16A2X;T16MRJ;T17CNB;T17CZC;T18CUI;T19CTK;T19EKF;T19K8W;T19XSL;T20H9F;T20HY9;T20NCI;T20P3F;T20RA0;T20TB8;T21DZX;T21Q0D;T21T2E;T22H8P;T22OPB;T22Y9W;T23APZ;T23B68;T23P74;T23VMI;T23XLR;T23YZF;T24D36;T24G2P;T24U57;T25H22;T25Y64;T26EZU;T26KIE;T26TBJ;T27J4O;T28HOM;T28ODR;T29GRI;T30D9G;T30KQB;T30VNV;T31EJG;T31MUM;T32ECR;T32EIL;T32HPO;T33JS5;T33OPP;T33OSQ;T35LKG;T35QZO;T36PZ1;T36SOV;T37ADS;T38J3Y;T38K2W;T38OQ4;T38T1U;T38WWN;T39RV3;T39YFG;T40DIM;T40JZG;T40LTN;T41BXR;T42EAZ;T42PUG;T42Q3K;T42XY2;T43FA8;T43NBB;T44KU9;T44LWL;T45B9P;T45LZI;T47G3X;T47MPW;T48UT8;T48YPL;T48ZIG;T49ORJ;T49TDM;T49UAP;T50E9D;T50SJ8;T50V79;T50WOV;T51WGR;T52UTG;T52VL6;T53AOE;T53SLQ;T54CIF;T54WR0;T55EFK;T56MD7;T56RMM;T56TXY;T58CAO;T58J2Y;T59IKQ;T60DN8;T60LKM;T60UPF;T61OY3;T62P0D;T63BQU;T63FRM;T63GUB;T64F54;T64UH1;T64W2K;T66A7X;T66S13;T67HYX;T67KTV;T67LRH;T67OMA;T67RBZ;T67ZT3;T68SE0;T69DAO;T69NG6;T69RXK;T70HTD;T70KPE;T70SFS;T71B0A;T71BDH;T71K92;T73LNN;T73S71;T74JJN;T74RBE;T74WWP;T75EH8;T75H3W;T77FOL;T77M4W;T78C6N;T78ZF2;T79KQO;T79WXA;T80O6V;T80TUC;T81I4T;T82ALJ;T82G3R;T82JWE;T82SDM;T83YZD;T84ELW;T84P70;T84VZG;T85U8U;T86ROZ;T87C4J;T87CV3;T87DEX;T87N33;T87UKX;T88AJI;T88TDZ;T89GFN;T89L4V;T90XYZ;T90ZS8;T92BZ2;T92E71;T92LEW;T92UBJ;T93SFQ;T93VFT;T93WZG;T93YV8;T94H37;T95CAO;T95IYZ;T96ABY;T98QOA;T99EYH,4;60,"0.0,0.0,1.0,1.0,0.0"
赭石,C0063;C0147;C0188;C0189;C0252;C0263;C0285;C0416;C0504;C0507;C0523;C0528;C0771;C1203;C1209;C1231;C1256,T00CXT;T02DEN;T02H9U;T02QBS;T02YLA;T03NWF;T04V7K;T06RMZ;T07NML;T07S0E;T07TMB;T07VV7;T08Q7W;T09H2Z;T09INZ;T10HL8;T11BI7;T11ZYR;T12PIB;T12T4H;T12WTT;T14JSX;T17UP9;T19EKF;T19K8W;T19XSL;T20H9F;T21Q0D;T22NX4;T22OPB;T23APZ;T23P74;T23VMI;T23YZF;T24LXT;T24VRZ;T24YWQ;T25H22;T25NSJ;T25Y64;T26KIE;T29MD1;T30VNV;T31EJG;T31U13;T32HPO;T33OPP;T34HYH;T36SOV;T37G49;T37JN5;T38K2W;T38WWN;T39YFG;T42EAZ;T43NBB;T46YMA;T48UT8;T48YPL;T49ORJ;T50SJ8;T50WOV;T51EKP;T51U9M;T51WGR;T52VL6;T53SLQ;T53YWQ;T54WR0;T54X6V;T56OUM;T56TXY;T58J2Y;T58XLK;T60XJI;T62ERY;T62P0D;T63BQU;T63GUB;T64BTV;T67HYX;T67KTV;T67LRH;T67RBZ;T67ZT3;T68BGR;T68IZC;T69NG6;T69RXK;T70KPE;T70SFS;T71K92;T74LFK;T74WWP;T75EH8;T76AZQ;T76QBQ;T76TED;T77FOL;T77M4W;T77PFO;T77W6N;T78ILO;T79WXA;T80TUC;T80WPU;T81I4T;T82JWE;T83M25;T83YZD;T84W8G;T85AXP;T85U8U;T86ROZ;T89L4V;T90XYZ;T91T8I;T93R42;T93VFT;T98DNG;T99XQ3,4;10;11;13,"0.0,1.0,0.0,0.0,0.0"
槐花,C0053;C0054;C0101;C0119;C0156;C0157;C0164;C0189;C0190;C0242;C0243;C0333;C0352;C0354;C0377;C0392;C0393;C0485;C0808;C0815;C1114;C1125;C1177;C1178;C1179;C1241,T00CXT;T00EP2;T00F43;T00H7Q;T00OVG;T00T9M;T01CL0;T01E7W;T01FVG;T01IGB;T01QLH;T02DEN;T02H9U;T02IOG;T02M5I;T02P7Q;T02QBS;T02QZI;T02WMA;T03CZ8;T03G09;T03NWF;T03VS9;T03YAI;T04A2Q;T04H8Y;T04HTN;T04HXV;T04MBA;T04TWI;T04WT7;T05O6O;T05RAA;T05WU9;T05WWN;T05XOE;T06MQM;T06PVX;T06Q1R;T06RMZ;T06VX0;T07TMB;T07TRP;T07VJT;T07VO1;T08DOL;T08Q1T;T08Q7W;T09AAD;T09DI4;T09GFP;T09H2Z;T09HVO;T09KPZ;T09KQF;T10HL8;T10ICM;T10IWJ;T10KMJ;T10S5F;T11BI7;T12BGL;T12PIB;T12T4H;T13I7C;T13KGH;T14DX3;T14ENF;T14JSQ;T14JZK;T15RPU;T15ZAV;T16A2X;T16MRU;T16OQ5;T16S8T;T16UHV;T17CNB;T17CZC;T17UP9;T17X6I;T18DUA;T18YXD;T19CUN;T19JEU;T19XSL;T19Z2N;T20H9F;T20JZ2;T20MBF;T20NCI;T20RA0;T21DZX;T21EGX;T21Q0D;T21YK3;T22NX4;T22OPB;T23KDW;T23LHE;T23P74;T23RXU;T23VMI;T23WMS;T24C0P;T24LWC;T24LXT;T24U57;T24VJT;T25H22;T25NSJ;T25SPW;T25UYT;T25Y64;T26EZU;T26KIE;T26UZV;T27IAF;T27LA6;T28EY5;T28RI5;T29B10;T29GH0;T29JA7;T29MD1;T30AEN;T30D9G;T30L86;T30NJL;T30TYH;T30VNV;T31G6V;T31JWV;T31P1D;T31RKU;T31SX8;T31U13;T31YO2;T32JN2;T32R5L;T32REB;T32SPJ;T33BF9;T33JS5;T33OPP;T33OSQ;T34DZ7;T34HYH;T34X07;T34Y7V;T35FQV;T35QZO;T36SOV;T36YWU;T37ADS;T37G49;T37JN5;T37VLU;T38EQ6;T38G9K;T38K2W;T38N69;T38T1U;T38WWN;T39FBA;T39M81;T39RV3;T39XYV;T40B7E;T40DIM;T41INV;T41TXS;T42EAZ;T42K6K;T42PUG;T42XY2;T43G0N;T43LYL;T43N2D;T43QZ3;T44LWL;T44S1A;T45G32;T45XTW;T46AQJ;T46K2X;T47G3X;T47H3O;T47WT6;T48J1U;T48NTH;T48XM4;T49A2A;T49CBW;T49J7I;T49ORJ;T49PL1;T49TDM;T49WXY;T49XOZ;T50SJ8;T50SX0;T50VJF;T50WOV;T51IKV;T51K6D;T52CKD;T52T5O;T53AOE;T53KRS;T53KY7;T54CIF;T54G8J;T54N7G;T54OSZ;T54RF5;T54SZZ;T54VQA;T54WR0;T55EFK;T56TXY;T57GP2;T57HGP;T57L0X;T58J2Y;T58TOI;T59DDI;T59IKQ;T60KJ1;T60XS5;T61DYZ;T61J7T;T61OY3;T61QXV;T61SU2;T62P0D;T63BQU;T63DP6;T63FNY;T63GUB;T63YAO;T64BPL;T64BTV;T64UH1;T64W2K;T65JUB;T65JYL;T65S3S;T66BXF;T66WWM;T67HAF;T67HXL;T67JME;T67JR8;T67LQK;T67MQU;T67RBZ;T67UWO;T67X1L;T67ZT3;T68BGR;T68DAN;T68IZC;T68NCI;T68OIU;T68SE0;T69NG6;T69XEM;T69XVX;T70B7U;T70HC9;T70HTD;T70LAB;T70NYW;T70YKV;T71BDH;T71GRQ;T71K92;T71KM2;T72BXP;T73HMK;T73LPO;T73PLT;T73S71;T74D4Y;T74I49;T74JJN;T74QXI;T74V1Z;T75B9S;T75H3W;T75HMM;T75I26;T75NEV;T76B0A;T76CGR;T76TED;T77M4W;T77PFO;T77TY2;T77UWH;T78EXU;T78ILO;T78O6C;T78VUO;T78ZF2;T79A7K;T79KQO;T79UQC;T79WXA;T80GUN;T80OJF;T80PUR;T80TUC;T80XW6;T81I4T;T81MSV;T82ALJ;T82G3R;T82JWE;T82S6C;T83DDX;T83QHM;T83TMF;T83YZD;T84CEG;T84P70;T84TJB;T84W8G;T84XYQ;T85AXP;T85JI5;T85U8U;T86D6K;T86O9J;T86ROZ;T86UXL;T87C5Q;T87DEX;T87QUW;T87WH7;T87WYU;T88AJI;T88B8X;T88BCB;T88LSZ;T88MR0;T88TDZ;T89L4V;T89SY7;T89VFL;T90ORW;T90QV5;T90XYZ;T91EAB;T91KTQ;T91MKC;T91N2D;T91OUC;T92BZ2;T92Q77;T92UWJ;T93NTV;T93PLN;T93SFQ;T93VFT;T93WZG;T93YV8;T94H37;T94S85;T94YOD;T95A04;T95H9O;T95IYZ;T95RKQ;T96N1K;T96OOK;T97ESI;T97FEF;T98DNG;T98QOA;T98RXH;T99ARN;T99XQ3,2;8;11;15;16;30;143;265,"0.0,1.0,0.0,0.0,0.0"
牛膝,C0014;C0198;C0262;C0285;C0482;C0653;C0750;C0871;C0922;C1178;C1179;C1181;C1240,T01QLH;T02IOG;T02OOS;T02QBS;T02WMA;T04A2Q;T05O6O;T05PKX;T06MXL;T06RMZ;T07TMB;T07VV7;T08Q7W;T09H2Z;T09KPZ;T10HL8;T11R4S;T14ENF;T16A2X;T16CFE;T17CNB;T17CZC;T20H9F;T20JZ2;T21Q0D;T21T2E;T22NX4;T23P74;T23VMI;T24G2P;T24U57;T24YWQ;T25H22;T25NSJ;T26EZU;T26KIE;T26TBJ;T28HOM;T29MD1;T30D9G;T30KQB;T32ECR;T32EIL;T33OSQ;T34HYH;T34Y8V;T36SOV;T37VLU;T38BR0;T38EQ6;T38T1U;T40JZG;T40LTN;T41INV;T42EAZ;T42HHN;T42K6K;T42XY2;T43N2D;T43NBB;T43XD8;T44LWL;T47MPW;T48K08;T49TDM;T50E9D;T50SJ8;T50V79;T50WOV;T51EKP;T53AOE;T53G91;T54B00;T56MD7;T56OUM;T56TXY;T57L0X;T58H37;T59IKQ;T63BQU;T63GUB;T64F54;T67KTV;T67ZT3;T68SE0;T69NG6;T69X4A;T70HTD;T70SFS;T71B0A;T71K92;T76QBQ;T78ZF2;T79KQO;T79WXA;T80TUC;T80WPU;T82ALJ;T83YZD;T84W8G;T85S9Z;T85U8U;T86ROZ;T87CV3;T88AJI;T88TDZ;T89GFN;T89L4V;T90ADC;T92LEW;T93SFQ;T93VFT;T94AGC;T94H37;T96ABY,3;5;20;60;85,"0.0,0.0,1.0,1.0,0.0"
